project_name,commitOneSha,commitTwoSha,tool,behavior_change,failed_test_cases,local_test_suite,class_under-analysis,method_under_analysis
commons-lang,4ddbd99c5805781bd3c2287ab7920fecc23dab53,fb47b96ab635d7cc6e9edefdddc46f1baf63b117,evosuite,False,set(),/local/tmp.11144378/study-execution/nimrod-hunoroutput-test-dest/commons-lang/4ddbd99c5805781bd3c2287ab7920fecc23dab53/evosuite_4,org.apache.commons.lang3.text.translate.LookupTranslator,translate(CharSequence| int| Writer)int
commons-lang,4ddbd99c5805781bd3c2287ab7920fecc23dab53,fb47b96ab635d7cc6e9edefdddc46f1baf63b117,randoop,False,set(),/local/tmp.11144378/study-execution/nimrod-hunoroutput-test-dest/commons-lang/4ddbd99c5805781bd3c2287ab7920fecc23dab53/randoop_2,org.apache.commons.lang3.text.translate.LookupTranslator,translate(CharSequence| int| Writer)int
commons-lang,379151bad9c5402c335db67f9494351b99298732,75944e541d358d5b06ebbba3098a919fbf2539d4,differential-evosuite,False,set(),/local/tmp.11144378/study-execution/nimrod-hunoroutput-test-dest/commons-lang/379151bad9c5402c335db67f9494351b99298732/evosuite_1,org.apache.commons.lang3.LocaleUtils,toLocale(String)Locale
commons-lang,379151bad9c5402c335db67f9494351b99298732,75944e541d358d5b06ebbba3098a919fbf2539d4,evosuite,False,set(),/local/tmp.11144378/study-execution/nimrod-hunoroutput-test-dest/commons-lang/379151bad9c5402c335db67f9494351b99298732/evosuite_2,org.apache.commons.lang3.LocaleUtils,toLocale(String)Locale
commons-lang,379151bad9c5402c335db67f9494351b99298732,75944e541d358d5b06ebbba3098a919fbf2539d4,randoop,False,set(),/local/tmp.11144378/study-execution/nimrod-hunoroutput-test-dest/commons-lang/379151bad9c5402c335db67f9494351b99298732/randoop_1,org.apache.commons.lang3.LocaleUtils,toLocale(String)Locale
commons-lang,6823c3742ee16f5b28e550a6afb685553befc0c2,cff0f1ae37bb2b7ab2dcdb10dec1f3cad7532e1c,differential-evosuite,False,set(),/local/tmp.11144378/study-execution/nimrod-hunoroutput-test-dest/commons-lang/6823c3742ee16f5b28e550a6afb685553befc0c2/evosuite_1,org.apache.commons.lang3.text.translate.CharSequenceTranslator,translate(CharSequence| Writer)void
commons-lang,6823c3742ee16f5b28e550a6afb685553befc0c2,cff0f1ae37bb2b7ab2dcdb10dec1f3cad7532e1c,evosuite,False,set(),/local/tmp.11144378/study-execution/nimrod-hunoroutput-test-dest/commons-lang/6823c3742ee16f5b28e550a6afb685553befc0c2/evosuite_2,org.apache.commons.lang3.text.translate.CharSequenceTranslator,translate(CharSequence| Writer)void
commons-lang,6823c3742ee16f5b28e550a6afb685553befc0c2,cff0f1ae37bb2b7ab2dcdb10dec1f3cad7532e1c,randoop,NONE,set(),NO-INFORMATION,org.apache.commons.lang3.text.translate.CharSequenceTranslator,translate(CharSequence| Writer)void
commons-lang,f0c7e60bbaf975b64ab5bf1b75ba6b7dbc256300,e71f6dd3f2f70c640ae73d28b432b3a69ffcab4b,differential-evosuite,True,{'NumberUtils_ESTest#test0'},/local/tmp.11144378/study-execution/nimrod-hunoroutput-test-dest/commons-lang/f0c7e60bbaf975b64ab5bf1b75ba6b7dbc256300/evosuite_1,org.apache.commons.lang3.math.NumberUtils,createNumber(String)Number
commons-lang,f0c7e60bbaf975b64ab5bf1b75ba6b7dbc256300,e71f6dd3f2f70c640ae73d28b432b3a69ffcab4b,evosuite,True,{'NumberUtils_ESTest#test115'},/local/tmp.11144378/study-execution/nimrod-hunoroutput-test-dest/commons-lang/f0c7e60bbaf975b64ab5bf1b75ba6b7dbc256300/evosuite_2,org.apache.commons.lang3.math.NumberUtils,createNumber(String)Number
commons-lang,f0c7e60bbaf975b64ab5bf1b75ba6b7dbc256300,e71f6dd3f2f70c640ae73d28b432b3a69ffcab4b,randoop,False,set(),/local/tmp.11144378/study-execution/nimrod-hunoroutput-test-dest/commons-lang/f0c7e60bbaf975b64ab5bf1b75ba6b7dbc256300/randoop_1,org.apache.commons.lang3.math.NumberUtils,createNumber(String)Number
commons-lang,f0c7e60bbaf975b64ab5bf1b75ba6b7dbc256300,e71f6dd3f2f70c640ae73d28b432b3a69ffcab4b,differential-evosuite,True,{'NumberUtils_ESTest#test0'},/local/tmp.11144378/study-execution/nimrod-hunoroutput-test-dest/commons-lang/f0c7e60bbaf975b64ab5bf1b75ba6b7dbc256300/evosuite_3,org.apache.commons.lang3.math.NumberUtils,createBigDecimal(String)BigDecimal
commons-lang,f0c7e60bbaf975b64ab5bf1b75ba6b7dbc256300,e71f6dd3f2f70c640ae73d28b432b3a69ffcab4b,evosuite,True,"{'NumberUtils_ESTest#test115', 'NumberUtils_ESTest#test109'}",/local/tmp.11144378/study-execution/nimrod-hunoroutput-test-dest/commons-lang/f0c7e60bbaf975b64ab5bf1b75ba6b7dbc256300/evosuite_4,org.apache.commons.lang3.math.NumberUtils,createBigDecimal(String)BigDecimal
commons-lang,f0c7e60bbaf975b64ab5bf1b75ba6b7dbc256300,e71f6dd3f2f70c640ae73d28b432b3a69ffcab4b,randoop,False,set(),/local/tmp.11144378/study-execution/nimrod-hunoroutput-test-dest/commons-lang/f0c7e60bbaf975b64ab5bf1b75ba6b7dbc256300/randoop_2,org.apache.commons.lang3.math.NumberUtils,createBigDecimal(String)BigDecimal
commons-lang,8d192d7063cc747a3c6226122ea83c7348e199e7,a4a455053e7e4a77320efd6db0814f4de82d754d,differential-evosuite,False,set(),/local/tmp.11144378/study-execution/nimrod-hunoroutput-test-dest/commons-lang/8d192d7063cc747a3c6226122ea83c7348e199e7/evosuite_1,org.apache.commons.lang3.time.FastDatePrinter,TimeZoneNameRule(TimeZone| Locale| int)
commons-lang,8d192d7063cc747a3c6226122ea83c7348e199e7,a4a455053e7e4a77320efd6db0814f4de82d754d,evosuite,False,set(),/local/tmp.11144378/study-execution/nimrod-hunoroutput-test-dest/commons-lang/8d192d7063cc747a3c6226122ea83c7348e199e7/evosuite_2,org.apache.commons.lang3.time.FastDatePrinter,TimeZoneNameRule(TimeZone| Locale| int)
commons-lang,8d192d7063cc747a3c6226122ea83c7348e199e7,a4a455053e7e4a77320efd6db0814f4de82d754d,randoop,False,set(),/local/tmp.11144378/study-execution/nimrod-hunoroutput-test-dest/commons-lang/8d192d7063cc747a3c6226122ea83c7348e199e7/randoop_1,org.apache.commons.lang3.time.FastDatePrinter,TimeZoneNameRule(TimeZone| Locale| int)
commons-lang,8d192d7063cc747a3c6226122ea83c7348e199e7,a4a455053e7e4a77320efd6db0814f4de82d754d,differential-evosuite,False,set(),/local/tmp.11144378/study-execution/nimrod-hunoroutput-test-dest/commons-lang/8d192d7063cc747a3c6226122ea83c7348e199e7/evosuite_3,org.apache.commons.lang3.time.FastDatePrinter,appendTo(StringBuffer| Calendar)void
commons-lang,8d192d7063cc747a3c6226122ea83c7348e199e7,a4a455053e7e4a77320efd6db0814f4de82d754d,evosuite,False,set(),/local/tmp.11144378/study-execution/nimrod-hunoroutput-test-dest/commons-lang/8d192d7063cc747a3c6226122ea83c7348e199e7/evosuite_4,org.apache.commons.lang3.time.FastDatePrinter,appendTo(StringBuffer| Calendar)void
commons-lang,8d192d7063cc747a3c6226122ea83c7348e199e7,a4a455053e7e4a77320efd6db0814f4de82d754d,randoop,False,set(),/local/tmp.11144378/study-execution/nimrod-hunoroutput-test-dest/commons-lang/8d192d7063cc747a3c6226122ea83c7348e199e7/randoop_2,org.apache.commons.lang3.time.FastDatePrinter,appendTo(StringBuffer| Calendar)void
commons-lang,afe5dff79fc23d222ba1f1481fbbf55e09d2e6da,c45d5bff75edfef6387d40e681f9dc7c9b517bbb,differential-evosuite,True,{'FastDateParser_ESTest#test0'},/local/tmp.11144378/study-execution/nimrod-hunoroutput-test-dest/commons-lang/afe5dff79fc23d222ba1f1481fbbf55e09d2e6da/evosuite_1,org.apache.commons.lang3.time.FastDateParser,init()void
commons-lang,afe5dff79fc23d222ba1f1481fbbf55e09d2e6da,c45d5bff75edfef6387d40e681f9dc7c9b517bbb,evosuite,True,"{'FastDateParser_ESTest#test24', 'FastDateParser_ESTest#test22', 'FastDateParser_ESTest#test26', 'FastDateParser_ESTest#test28', 'FastDateParser_ESTest#test25', 'FastDateParser_ESTest#test12', 'FastDateParser_ESTest#test17', 'FastDateParser_ESTest#test07', 'FastDateParser_ESTest#test29', 'FastDateParser_ESTest#test16', 'FastDateParser_ESTest#test02', 'FastDateParser_ESTest#test27', 'FastDateParser_ESTest#test15', 'FastDateParser_ESTest#test19', 'FastDateParser_ESTest#test23', 'FastDateParser_ESTest#test18', 'FastDateParser_ESTest#test30', 'FastDateParser_ESTest#test20', 'FastDateParser_ESTest#test00', 'FastDateParser_ESTest#test21', 'FastDateParser_ESTest#test08'}",/local/tmp.11144378/study-execution/nimrod-hunoroutput-test-dest/commons-lang/afe5dff79fc23d222ba1f1481fbbf55e09d2e6da/evosuite_2,org.apache.commons.lang3.time.FastDateParser,init()void
commons-lang,afe5dff79fc23d222ba1f1481fbbf55e09d2e6da,c45d5bff75edfef6387d40e681f9dc7c9b517bbb,randoop,False,set(),/local/tmp.11144378/study-execution/nimrod-hunoroutput-test-dest/commons-lang/afe5dff79fc23d222ba1f1481fbbf55e09d2e6da/randoop_1,org.apache.commons.lang3.time.FastDateParser,init()void
commons-lang,0afcd15e183205a85a45a2775f1fb75a162a1389,afe5dff79fc23d222ba1f1481fbbf55e09d2e6da,differential-evosuite,True,{'FastDateParser_ESTest#test0'},/local/tmp.11144378/study-execution/nimrod-hunoroutput-test-dest/commons-lang/0afcd15e183205a85a45a2775f1fb75a162a1389/evosuite_1,org.apache.commons.lang3.time.FastDateParser,escapeRegex(StringBuilder| String| boolean)StringBuilder
commons-lang,0afcd15e183205a85a45a2775f1fb75a162a1389,afe5dff79fc23d222ba1f1481fbbf55e09d2e6da,evosuite,False,set(),/local/tmp.11144378/study-execution/nimrod-hunoroutput-test-dest/commons-lang/0afcd15e183205a85a45a2775f1fb75a162a1389/evosuite_2,org.apache.commons.lang3.time.FastDateParser,escapeRegex(StringBuilder| String| boolean)StringBuilder
commons-lang,0afcd15e183205a85a45a2775f1fb75a162a1389,afe5dff79fc23d222ba1f1481fbbf55e09d2e6da,randoop,False,set(),/local/tmp.11144378/study-execution/nimrod-hunoroutput-test-dest/commons-lang/0afcd15e183205a85a45a2775f1fb75a162a1389/randoop_1,org.apache.commons.lang3.time.FastDateParser,escapeRegex(StringBuilder| String| boolean)StringBuilder
commons-lang,c9d786a4fe2639581047d878a64bab6fb24f1ab3,c821fafce06adefc040e8983fb12d49399a48627,differential-evosuite,True,{'RandomStringUtils_ESTest#test0'},/local/tmp.11144378/study-execution/nimrod-hunoroutput-test-dest/commons-lang/c9d786a4fe2639581047d878a64bab6fb24f1ab3/evosuite_1,org.apache.commons.lang3.RandomStringUtils,random(int| int| int| boolean| boolean| char[]| Random)String
commons-lang,c9d786a4fe2639581047d878a64bab6fb24f1ab3,c821fafce06adefc040e8983fb12d49399a48627,evosuite,True,"{'RandomStringUtils_ESTest#test16', 'RandomStringUtils_ESTest#test18', 'RandomStringUtils_ESTest#test29', 'RandomStringUtils_ESTest#test15', 'RandomStringUtils_ESTest#test31', 'RandomStringUtils_ESTest#test30', 'RandomStringUtils_ESTest#test02', 'RandomStringUtils_ESTest#test10'}",/local/tmp.11144378/study-execution/nimrod-hunoroutput-test-dest/commons-lang/c9d786a4fe2639581047d878a64bab6fb24f1ab3/evosuite_2,org.apache.commons.lang3.RandomStringUtils,random(int| int| int| boolean| boolean| char[]| Random)String
commons-lang,c9d786a4fe2639581047d878a64bab6fb24f1ab3,c821fafce06adefc040e8983fb12d49399a48627,randoop,NONE,set(),NO-INFORMATION,org.apache.commons.lang3.RandomStringUtils,random(int| int| int| boolean| boolean| char[]| Random)String
commons-lang,9351ed93365de2d1c316b8f419566820e88839e3,c9d786a4fe2639581047d878a64bab6fb24f1ab3,differential-evosuite,True,{'RandomStringUtils_ESTest#test0'},/local/tmp.11144378/study-execution/nimrod-hunoroutput-test-dest/commons-lang/9351ed93365de2d1c316b8f419566820e88839e3/evosuite_1,org.apache.commons.lang3.RandomStringUtils,random(int| int| int| boolean| boolean| char[]| Random)String
commons-lang,9351ed93365de2d1c316b8f419566820e88839e3,c9d786a4fe2639581047d878a64bab6fb24f1ab3,evosuite,True,"{'RandomStringUtils_ESTest#test16', 'RandomStringUtils_ESTest#test27'}",/local/tmp.11144378/study-execution/nimrod-hunoroutput-test-dest/commons-lang/9351ed93365de2d1c316b8f419566820e88839e3/evosuite_2,org.apache.commons.lang3.RandomStringUtils,random(int| int| int| boolean| boolean| char[]| Random)String
commons-lang,9351ed93365de2d1c316b8f419566820e88839e3,c9d786a4fe2639581047d878a64bab6fb24f1ab3,randoop,NONE,set(),NO-INFORMATION,org.apache.commons.lang3.RandomStringUtils,random(int| int| int| boolean| boolean| char[]| Random)String
commons-lang,d0cf0fdd4ff2329f9584c4f663f1af177c1994f6,bd59a1908a1df3364918be7b07782500616b15ac,differential-evosuite,False,set(),/local/tmp.11144378/study-execution/nimrod-hunoroutput-test-dest/commons-lang/d0cf0fdd4ff2329f9584c4f663f1af177c1994f6/evosuite_1,org.apache.commons.lang3.SerializationUtils,resolveClass(ObjectStreamClass)Class
commons-lang,d0cf0fdd4ff2329f9584c4f663f1af177c1994f6,bd59a1908a1df3364918be7b07782500616b15ac,evosuite,False,set(),/local/tmp.11144378/study-execution/nimrod-hunoroutput-test-dest/commons-lang/d0cf0fdd4ff2329f9584c4f663f1af177c1994f6/evosuite_2,org.apache.commons.lang3.SerializationUtils,resolveClass(ObjectStreamClass)Class
commons-lang,d0cf0fdd4ff2329f9584c4f663f1af177c1994f6,bd59a1908a1df3364918be7b07782500616b15ac,randoop,False,set(),/local/tmp.11144378/study-execution/nimrod-hunoroutput-test-dest/commons-lang/d0cf0fdd4ff2329f9584c4f663f1af177c1994f6/randoop_1,org.apache.commons.lang3.SerializationUtils,resolveClass(ObjectStreamClass)Class
commons-lang,d0cf0fdd4ff2329f9584c4f663f1af177c1994f6,bd59a1908a1df3364918be7b07782500616b15ac,differential-evosuite,False,set(),/local/tmp.11144378/study-execution/nimrod-hunoroutput-test-dest/commons-lang/d0cf0fdd4ff2329f9584c4f663f1af177c1994f6/evosuite_3,org.apache.commons.lang3.SerializationUtils,ClassLoaderAwareObjectInputStream(InputStream| ClassLoader)
commons-lang,d0cf0fdd4ff2329f9584c4f663f1af177c1994f6,bd59a1908a1df3364918be7b07782500616b15ac,evosuite,False,set(),/local/tmp.11144378/study-execution/nimrod-hunoroutput-test-dest/commons-lang/d0cf0fdd4ff2329f9584c4f663f1af177c1994f6/evosuite_4,org.apache.commons.lang3.SerializationUtils,ClassLoaderAwareObjectInputStream(InputStream| ClassLoader)
commons-lang,d0cf0fdd4ff2329f9584c4f663f1af177c1994f6,bd59a1908a1df3364918be7b07782500616b15ac,randoop,False,set(),/local/tmp.11144378/study-execution/nimrod-hunoroutput-test-dest/commons-lang/d0cf0fdd4ff2329f9584c4f663f1af177c1994f6/randoop_2,org.apache.commons.lang3.SerializationUtils,ClassLoaderAwareObjectInputStream(InputStream| ClassLoader)
commons-lang,c8afaa3e869cc8c25577641553e0d0b5bdac78b5,cf7211f9d7d70d56501d8c4c827bf9ce3cac5f0b,differential-evosuite,False,set(),/local/tmp.11144378/study-execution/nimrod-hunoroutput-test-dest/commons-lang/c8afaa3e869cc8c25577641553e0d0b5bdac78b5/evosuite_1,org.apache.commons.lang3.StringUtils,equals(CharSequence| CharSequence)boolean
commons-lang,c8afaa3e869cc8c25577641553e0d0b5bdac78b5,cf7211f9d7d70d56501d8c4c827bf9ce3cac5f0b,evosuite,False,set(),/local/tmp.11144378/study-execution/nimrod-hunoroutput-test-dest/commons-lang/c8afaa3e869cc8c25577641553e0d0b5bdac78b5/evosuite_2,org.apache.commons.lang3.StringUtils,equals(CharSequence| CharSequence)boolean
commons-lang,c8afaa3e869cc8c25577641553e0d0b5bdac78b5,cf7211f9d7d70d56501d8c4c827bf9ce3cac5f0b,randoop,NONE,set(),NO-INFORMATION,org.apache.commons.lang3.StringUtils,equals(CharSequence| CharSequence)boolean
commons-lang,76912e0d8aed581ee4bc6b8635d0512ac2695f5d,8185a9e681d6de5f40b0ed07b40730c9761bad37,differential-evosuite,False,set(),/local/tmp.11144378/study-execution/nimrod-hunoroutput-test-dest/commons-lang/76912e0d8aed581ee4bc6b8635d0512ac2695f5d/evosuite_1,org.apache.commons.lang3.reflect.TypeUtils,isAssignable(Type| ParameterizedType| Map<TypeVariable<?>|Type>)boolean
commons-lang,76912e0d8aed581ee4bc6b8635d0512ac2695f5d,8185a9e681d6de5f40b0ed07b40730c9761bad37,evosuite,False,set(),/local/tmp.11144378/study-execution/nimrod-hunoroutput-test-dest/commons-lang/76912e0d8aed581ee4bc6b8635d0512ac2695f5d/evosuite_2,org.apache.commons.lang3.reflect.TypeUtils,isAssignable(Type| ParameterizedType| Map<TypeVariable<?>|Type>)boolean
commons-lang,76912e0d8aed581ee4bc6b8635d0512ac2695f5d,8185a9e681d6de5f40b0ed07b40730c9761bad37,randoop,False,set(),/local/tmp.11144378/study-execution/nimrod-hunoroutput-test-dest/commons-lang/76912e0d8aed581ee4bc6b8635d0512ac2695f5d/randoop_1,org.apache.commons.lang3.reflect.TypeUtils,isAssignable(Type| ParameterizedType| Map<TypeVariable<?>|Type>)boolean
commons-lang,76912e0d8aed581ee4bc6b8635d0512ac2695f5d,8185a9e681d6de5f40b0ed07b40730c9761bad37,differential-evosuite,False,set(),/local/tmp.11144378/study-execution/nimrod-hunoroutput-test-dest/commons-lang/76912e0d8aed581ee4bc6b8635d0512ac2695f5d/evosuite_3,org.apache.commons.lang3.reflect.TypeUtils,getTypeArguments(Class<?>| Class<?>| Map<TypeVariable<?>|Type>)Map
commons-lang,76912e0d8aed581ee4bc6b8635d0512ac2695f5d,8185a9e681d6de5f40b0ed07b40730c9761bad37,evosuite,False,set(),/local/tmp.11144378/study-execution/nimrod-hunoroutput-test-dest/commons-lang/76912e0d8aed581ee4bc6b8635d0512ac2695f5d/evosuite_4,org.apache.commons.lang3.reflect.TypeUtils,getTypeArguments(Class<?>| Class<?>| Map<TypeVariable<?>|Type>)Map
commons-lang,76912e0d8aed581ee4bc6b8635d0512ac2695f5d,8185a9e681d6de5f40b0ed07b40730c9761bad37,randoop,False,set(),/local/tmp.11144378/study-execution/nimrod-hunoroutput-test-dest/commons-lang/76912e0d8aed581ee4bc6b8635d0512ac2695f5d/randoop_2,org.apache.commons.lang3.reflect.TypeUtils,getTypeArguments(Class<?>| Class<?>| Map<TypeVariable<?>|Type>)Map
commons-lang,a145b6d838914e38ee1027a1497de41140549080,13c7f19a5ad506340a7c8d8601ef4bf2426ab325,differential-evosuite,True,{'NumberUtils_ESTest#test0'},/local/tmp.11144378/study-execution/nimrod-hunoroutput-test-dest/commons-lang/a145b6d838914e38ee1027a1497de41140549080/evosuite_1,org.apache.commons.lang3.math.NumberUtils,createNumber(String)Number
commons-lang,a145b6d838914e38ee1027a1497de41140549080,13c7f19a5ad506340a7c8d8601ef4bf2426ab325,evosuite,False,set(),/local/tmp.11144378/study-execution/nimrod-hunoroutput-test-dest/commons-lang/a145b6d838914e38ee1027a1497de41140549080/evosuite_2,org.apache.commons.lang3.math.NumberUtils,createNumber(String)Number
commons-lang,a145b6d838914e38ee1027a1497de41140549080,13c7f19a5ad506340a7c8d8601ef4bf2426ab325,randoop,False,set(),/local/tmp.11144378/study-execution/nimrod-hunoroutput-test-dest/commons-lang/a145b6d838914e38ee1027a1497de41140549080/randoop_1,org.apache.commons.lang3.math.NumberUtils,createNumber(String)Number
commons-lang,a7e90b2ffa23ab60c7022e2f94a12651b4fb8ec0,b4255e6d071dc8d48bfc51037cecb29097b9a49d,differential-evosuite,False,set(),/local/tmp.11144378/study-execution/nimrod-hunoroutput-test-dest/commons-lang/a7e90b2ffa23ab60c7022e2f94a12651b4fb8ec0/evosuite_1,org.apache.commons.lang3.text.translate.CharSequenceTranslator,translate(CharSequence| Writer)void
commons-lang,a7e90b2ffa23ab60c7022e2f94a12651b4fb8ec0,b4255e6d071dc8d48bfc51037cecb29097b9a49d,evosuite,False,set(),/local/tmp.11144378/study-execution/nimrod-hunoroutput-test-dest/commons-lang/a7e90b2ffa23ab60c7022e2f94a12651b4fb8ec0/evosuite_2,org.apache.commons.lang3.text.translate.CharSequenceTranslator,translate(CharSequence| Writer)void
commons-lang,a7e90b2ffa23ab60c7022e2f94a12651b4fb8ec0,b4255e6d071dc8d48bfc51037cecb29097b9a49d,randoop,NONE,set(),NO-INFORMATION,org.apache.commons.lang3.text.translate.CharSequenceTranslator,translate(CharSequence| Writer)void
commons-lang,aefe0749b2f2e63f9d13393694e7d20173bc032a,2aa9dca994b006ccbfcb528de5ff0da6a5578411,differential-evosuite,True,{'FastDateFormat_ESTest#test0'},/local/tmp.11144378/study-execution/nimrod-hunoroutput-test-dest/commons-lang/aefe0749b2f2e63f9d13393694e7d20173bc032a/evosuite_1,org.apache.commons.lang3.time.FastDateFormat,parsePattern()List
commons-lang,aefe0749b2f2e63f9d13393694e7d20173bc032a,2aa9dca994b006ccbfcb528de5ff0da6a5578411,evosuite,False,set(),/local/tmp.11144378/study-execution/nimrod-hunoroutput-test-dest/commons-lang/aefe0749b2f2e63f9d13393694e7d20173bc032a/evosuite_2,org.apache.commons.lang3.time.FastDateFormat,parsePattern()List
commons-lang,aefe0749b2f2e63f9d13393694e7d20173bc032a,2aa9dca994b006ccbfcb528de5ff0da6a5578411,randoop,False,set(),/local/tmp.11144378/study-execution/nimrod-hunoroutput-test-dest/commons-lang/aefe0749b2f2e63f9d13393694e7d20173bc032a/randoop_1,org.apache.commons.lang3.time.FastDateFormat,parsePattern()List
commons-lang,85481c8f87075c88a97e793d9a6fcfd8d3c6946f,0b3a8a3128890f710700d04e38df48b883d11d91,differential-evosuite,False,set(),/local/tmp.11144378/study-execution/nimrod-hunoroutput-test-dest/commons-lang/85481c8f87075c88a97e793d9a6fcfd8d3c6946f/evosuite_1,org.apache.commons.lang3.text.translate.NumericEntityUnescaper,translate(CharSequence| int| Writer)int
commons-lang,85481c8f87075c88a97e793d9a6fcfd8d3c6946f,0b3a8a3128890f710700d04e38df48b883d11d91,evosuite,False,set(),/local/tmp.11144378/study-execution/nimrod-hunoroutput-test-dest/commons-lang/85481c8f87075c88a97e793d9a6fcfd8d3c6946f/evosuite_2,org.apache.commons.lang3.text.translate.NumericEntityUnescaper,translate(CharSequence| int| Writer)int
commons-lang,85481c8f87075c88a97e793d9a6fcfd8d3c6946f,0b3a8a3128890f710700d04e38df48b883d11d91,randoop,False,set(),/local/tmp.11144378/study-execution/nimrod-hunoroutput-test-dest/commons-lang/85481c8f87075c88a97e793d9a6fcfd8d3c6946f/randoop_1,org.apache.commons.lang3.text.translate.NumericEntityUnescaper,translate(CharSequence| int| Writer)int
commons-lang,0c01b4c48bc886a7e53b517efeb2192d1caaffe2,f08213cc4c35fd71e98aa5233fcb2db3333793a2,differential-evosuite,False,set(),/local/tmp.11144378/study-execution/nimrod-hunoroutput-test-dest/commons-lang/0c01b4c48bc886a7e53b517efeb2192d1caaffe2/evosuite_1,org.apache.commons.lang3.StringUtils,join(Object[]| char| int| int)String
commons-lang,0c01b4c48bc886a7e53b517efeb2192d1caaffe2,f08213cc4c35fd71e98aa5233fcb2db3333793a2,evosuite,True,{'StringUtils_ESTest#test146'},/local/tmp.11144378/study-execution/nimrod-hunoroutput-test-dest/commons-lang/0c01b4c48bc886a7e53b517efeb2192d1caaffe2/evosuite_2,org.apache.commons.lang3.StringUtils,join(Object[]| char| int| int)String
commons-lang,0c01b4c48bc886a7e53b517efeb2192d1caaffe2,f08213cc4c35fd71e98aa5233fcb2db3333793a2,randoop,NONE,set(),NO-INFORMATION,org.apache.commons.lang3.StringUtils,join(Object[]| char| int| int)String
